320.1;320.X;Politische Theorie;"{""kiel"":[""pol 560.7""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Political theory
320.41;320.4X;Zeitlich übergreifend;"{""kiel"":[""ska 203?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\""""}}";Temporally unspecific
320.42;320.4X;Mittelalter;"{""kiel"":[""ska 334?""],""goe"":{""fi"":"" lsg=\""7 pno 200\""""}}";Middle Ages
320.43;320.4X;Frühe Neuzeit;"{""kiel"":[""ska 471?"",""ska 472?""],""goe"":{""fi"":"" lsg=\""7 pnp 200\""""}}";Modern history
320.44;320.4X;19. Jahrhundert;"{""kiel"":[""ska 645?""],""goe"":{""fi"":"" lsg=\""7 pnq 200 \""""}}";19th century
320.45;320.4X;20. Jahrhundert;"{""kiel"":[""ska 645?"",""ska 706?"",""ska 708?""],""goe"":{""fi"":"" lsg=\""7 pnr 200\""""}}";20th century
320.4X;320.X;Regierung;"{""kiel"":[""ska 203?"",""ska 334?"",""ska 471?"",""ska 472?"",""ska 645?"",""ska 645?"",""ska 706?"",""ska 708?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfs 120\""""}}";Government
320.5;320.X;Politische Ideologien;"{""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfk?\""""}}";Political ideologies
320.8;320.X;Kommunalpolitik, regionale Politik;"{""kiel"":[""ska 647?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Local government
320.9;320.X;Politische Lage und Verhältnisse, Innenpolitik, Politikfelder;"{""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Political situation and conditions, Home policy, Policy fields
320.X;32X;Politisches System und Staat allgemein;"{""kiel"":[""pol 560.7"",""ska 647?"",""pol 560.7"",""ska 203?"",""ska 334?"",""ska 471?"",""ska 472?"",""ska 645?"",""ska 645?"",""ska 706?"",""ska 708?"",""ska 647?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfq?\"" or lsg=\""7 lfr?\"" or lsg=\""7 lfs?\""""}}";Political system and state on general
321.4;321.X;19. Jahrhundert;"{""kiel"":[""ska 640?"",""ska 642?"",""ska 643?""]}";19th century
321.5;321.X;20. Jahrhundert;"{""kiel"":[""ska 640?"",""ska 642?"",""ska 643?"",""ska 696?"",""ska 703?"",""ska 710?"",""pol 531?""]}";20th century
321.X;32X;Staatsformen und Regierungssysteme;"{""goe"":{""fi"":"" lsg=\""7 lfr?\""""}}";Systems of government and states
322.11;322.1X;Zeitlich übergreifend;"{""kiel"":[""ska 216?""]}";Temporally unspecific
322.12;322.1X;Mittelalter;"{""kiel"":[""ska 351?""]}";Middle Ages
322.13;322.1X;Frühe Neuzeit;"{""kiel"":[""ska 485?""]}";Modern history
322.14;322.1X;19. Jahrhundert;"{""kiel"":[""ska 660?""]}";19th century
322.15;322.1X;20. Jahrhundert;"{""kiel"":[""ska 660?"",""ska 701?"",""ska 868?""]}";20th century
322.1X;322.X;Kirche und Staat;"{""kiel"":[""ska 216?"",""ska 351?"",""ska 485?"",""ska 660?"",""ska 660?"",""ska 701?"",""ska 868?""]}";Church and state
322.X;32X;Beziehungen des Staats zu organisierten Gruppen;"{""goe"":{""fi"":"" lsg=\""7 lfn?\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Relation of the state to organized groups
323.1;323.X;Minderheitenfragen;"{""kiel"":[""ska 503.700""],""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 qub 400\"" or lsg=\""7 nqd 550\"" or lsg=\""7 nqd 700\""""}}";Minority matters
323.4;323.X;Meinungs- und Informationsfreiheit;"{""goe"":{""fi"":"" lsg=\""7 nt 375\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Freedom of opinion and information
323.X;32X;Grundrechte und politische Rechte;"{""kiel"":[""ska 503.700""],""goe"":{""fi"":"" lsg=\""7 nt 37?-nt 39?\"" or lsg=\""7 nkd 04?\"" or lsg=\""7 nkd 05?\"" or lsg=\""7 nkd 06?\"" or lsg=\""7 nkd 07?\"" or lsg=\""7 nkd 08?\"" or lsg=\""7 nkd 09?\"" or lsg=\""7 nkd 1?\"" or lsg=\""7 nkd 200\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Civil and political rights
324.2;324.X;Politische Parteien;"{""kiel"":[""ska 644?"",""ska 715?"",""ska 716?"",""ska 722?"",""ska 723?"",""ska 727?"",""pol 64?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfn 100\"" or lsg=\""7 lfn 120\""""}}";Political parties
324.4;324.X;Interessengruppen;"{""kiel"":[""ska 731?"",""ska 733?""]}";Interest groups
324.6;324.X;Wahlsysteme;"{""goe"":{""fi"":"" lsg=\""7 lfs 370\"" or lsg=\""7 lfs 400\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Election systems
324.X;32X;Der politische Prozess, politischer Einfluss;"{""kiel"":[""ska 644?"",""ska 715?"",""ska 716?"",""ska 722?"",""ska 723?"",""ska 727?"",""pol 64?"",""ska 731?"",""ska 733?""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfs?\""""}}";The political process, political influence
325;32X;Internationale Migration;"{""kiel"":[""ska 842?""],""goe"":{""fi"":"" lsg=\""7 qub 500\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 nqd 370\"" or lsg=\""7 qeg?\""""}}";International migration
327.1;327.X;Zeitlich übergreifend;"{""kiel"":[""ska 146.100"",""ska 146.200"",""ska 146.300"",""ska 146.400""],""goe"":{""fi"":"" lsg=\""7 pnn 200\""""}}";Temporally unspecific
327.2;327.X;Mittelalter;"{""kiel"":[""ska 281.200"",""ska 281.600""],""goe"":{""fi"":"" lsg=\""7 pno 200\""""}}";Middle Ages
327.3;327.X;Frühe Neuzeit;"{""kiel"":[""ska 379?""],""goe"":{""fi"":"" lsg=\""7 pnp 200\""""}}";Modern history
327.4;327.X;19. Jahrhundert;"{""kiel"":[""ska 525?""],""goe"":{""fi"":"" lsg=\""7 pnq 200\""""}}";19th century
327.5;327.X;20. Jahrhundert;"{""kiel"":[""ska 525?"",""ska 672?"",""pol 854?"",""pol 895?"",""wir 455.200"",""wir 887""],""goe"":{""fi"":"" lsg=\""7 pnr 200\""""}}";20th century
327.X;32X;Internationale Beziehungen, Außenpolitik;"{""kiel"":[""ska 146.100"",""ska 146.200"",""ska 146.300"",""ska 146.400"",""ska 281.200"",""ska 281.600"",""ska 379?"",""ska 525?"",""ska 525?"",""ska 672?"",""pol 854?"",""pol 895?"",""wir 455.200"",""wir 887""],""goe"":{""fi"":"" lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\"" or lsg=\""7 lfs 46?-lfs 52?\""""}}";International relations, Foreign policy
328;32X;Parlamente, gesetzgebende Körperschaften, Gesetzgebungsprozess;"{""goe"":{""fi"":"" lsg=\""7 lfs 100\"" or lsg=\""7 lfs 120\"" or lsg=\""7 nt 445\"" or lsg=\""7 nt 450\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Parliaments, legislative bodies, legislative process
32X;vn3;Politikwissenschaft;"{""kiel"":[""pol 560.7"",""ska 647?"",""pol 560.7"",""ska 647?"",""ska 640?"",""ska 642?"",""ska 643?"",""ska 640?"",""ska 642?"",""ska 643?"",""ska 696?"",""ska 703?"",""ska 710?"",""pol 531?"",""ska 503.700"",""ska 644?"",""ska 715?"",""ska 716?"",""ska 722?"",""ska 723?"",""ska 727?"",""pol 64?"",""ska 731?"",""ska 733?"",""ska 842?"",""ska 146.100"",""ska 146.200"",""ska 146.300"",""ska 146.400"",""ska 281.200"",""ska 281.600"",""ska 379?"",""ska 525?"",""ska 525?"",""ska 672?"",""pol 854?"",""pol 895?"",""wir 455.200"",""wir 887""],""goe"":{""fi"":"" lsg=\""7 lf?\"" or lsg=\""7 lg?\"" or lsg=\""7 lh?\""""}}";Political science
330.1;330.X;Zeitlich übergreifend;"{""kiel"":[""ska 185.100"",""ska 185.200"",""ska 196?"",""ska 198?""]}";Temporally unspecific
330.2;330.X;Mittelalter;"{""kiel"":[""ska 305?"",""ska 308?""]}";Middle Ages
330.3;330.X;Frühe Neuzeit;"{""kiel"":[""ska 438?"",""ska 460?"",""ska 462?""]}";Modern history
330.4;330.X;19. Jahrhundert;"{""kiel"":[""ska 574?"",""ska 575?"",""ska 793?""]}";19th century
330.5;330.X;20. Jahrhundert;"{""kiel"":[""ska 574?"",""ska 785?"",""ska 788.800"",""ska 575?"",""ska 793?""]}";20th century
330.X;33X;Wirtschaftsgeschichte;"{""kiel"":[""ska 185.100"",""ska 185.200"",""ska 196?"",""ska 198?"",""ska 305?"",""ska 308?"",""ska 438?"",""ska 460?"",""ska 462?"",""ska 574?"",""ska 575?"",""ska 793?"",""ska 574?"",""ska 785?"",""ska 788.800"",""ska 575?"",""ska 793?""]}";Economic history
331.1;331.X;Zeitlich übergreifend;"{""kiel"":[""wir 471"",""wir 472"",""wir 473"",""wir 474"",""wir 475"",""wir 476"",""wir 911.200"",""wir 919"",""wir 933"",""wir 970.200""],""goe"":{""fi"":"" lsg=\""7 pnn 400\""""}}";Temporally unspecific
331.2;331.X;Mittelalter;"{""kiel"":[""ska 323?""],""goe"":{""fi"":"" lsg=\""7 pno 400\""""}}";Middle Ages
331.3;331.X;Frühe Neuzeit;"{""kiel"":[""ska 439?""],""goe"":{""fi"":"" lsg=\""7 pnp 400\""""}}";Modern history
331.4;331.X;19. Jahrhundert;"{""kiel"":[""ska 624?"",""ska 626?""],""goe"":{""fi"":"" lsg=\""7 pnq 400\""""}}";19th century
331.5;331.X;20. Jahrhundert;"{""kiel"":[""ska 624?"",""ska 626?""],""goe"":{""fi"":"" lsg=\""7 pnr 400\""""}}";20th century
331.X;33X;Allgemeines, wirtschaftliche Lage;"{""kiel"":[""wir 471"",""wir 472"",""wir 473"",""wir 474"",""wir 475"",""wir 476"",""wir 911.200"",""wir 919"",""wir 933"",""wir 970.200"",""ska 323?"",""ska 439?"",""ska 624?"",""ska 626?"",""ska 624?"",""ska 626?""],""goe"":{""fi"":"" lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\"" or lsg=\""7 lm 0?\""""}}";General works, economic situation
332;33X;Arbeitsökonomie, Arbeitsmarkt;"{""kiel"":[""ska 462?"",""ska 607?"",""ska 608?"",""ska 626?"",""ska 847?"",""ska 849?"",""soz 835.3""],""goe"":{""fi"":"" lsg=\""7 lmb 100\"" or lsg=\""7 lmb 120\"" or lsg=\""7 lmb 127-lmb 130\"" or lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\""""}}";Labor economics, labor market
337.1;337.X;Zeitlich übergreifend;"{""kiel"":[""ska 192.400""]}";Temporally unspecific
337.2;337.X;Mittelalter;"{""kiel"":[""ska 321?""]}";Middle Ages
337.3;337.X;Frühe Neuzeit;"{""kiel"":[""ska 456.200"",""ska 456.300""]}";Modern history
337.4;337.X;19. Jahrhundert;"{""kiel"":[""ska 615?"",""ska 616?""]}";19th century
337.5;337.X;20. Jahrhundert;"{""kiel"":[""ska 790?""]}";20th century
337.X;33X;Weltwirtschaft, Internationale Wirtschaftsbeziehungen;"{""kiel"":[""ska 192.400"",""ska 321?"",""ska 456.200"",""ska 456.300"",""ska 615?"",""ska 616?"",""ska 790?""],""goe"":{""fi"":"" lsg=\""7 lme 700\"" or lsg=\""7 lm 369\"" or lsg=\""7 lm 069\"" or lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\""""}}";International economics, international economic relations
338.11;338.1X;Agrargeschichte;"{""kiel"":[""agr 2?"",""ska 185.100"",""ska 185.200"",""ska 185.900"",""ska 314.100"",""ska 314.200"",""ska 446.100"",""ska 446.200"",""ska 446.400"",""ska 446.500"",""ska 446.600"",""ska 446.700"",""ska 597.100"",""ska 786?""]}";History of agriculture
338.1X;338.X;Agrarwirtschaft, Fischerei, Forstwirtschaft;"{""kiel"":[""agr 432?"",""agr 807?""]}";Agriculture, Fishery, Forestry
338.6;338.X;Produktionsorganisation (Betriebswirtschaftslehre);"{""kiel"":[""ska 190?"",""ska 451.100"",""ska 451.200"",""ska 318"",""ska 788.100""]}";Organization of production
338.9;338.X;Industrialisierung und Entwicklungshilfe;"{""kiel"":[""ska 795?""]}";Industrialization and development assistance
338.X;33X;Produktion;"{""kiel"":[""ska 601?"",""ska 602?"",""ska 600?""]}";Production
339;33X;Sonstige Wirtschaftsfragen;"{""kiel"":[""ska 788?"",""agr 840.300"",""ska 597.200"",""ska 597.400""],""goe"":{""fi"":"" lsg=\""7 lr?\"" or lsg=\""7 ls?\"" or lsg=\""7 lt?\"" or lsg=\""7 lu?\"" or lsg=\""7 lv?\"" or lsg=\""7 lw?\"" or lsg=\""7 lx?\"" or lsg=\""7 ly?\"" or lsg=\""7 lz?\""""}}";Miscellaneous economic issues
33X;vn3;Wirtschaft;"{""kiel"":[""ska 185.100"",""ska 185.200"",""ska 196?"",""ska 198?"",""ska 305?"",""ska 308?"",""ska 438?"",""ska 460?"",""ska 462?"",""ska 574?"",""ska 575?"",""ska 793?"",""ska 574?"",""ska 785?"",""ska 788.800"",""ska 575?"",""ska 793?"",""wir 471"",""wir 472"",""wir 473"",""wir 474"",""wir 475"",""wir 476"",""wir 911.200"",""wir 919"",""wir 933"",""wir 970.200"",""ska 323?"",""ska 439?"",""ska 624?"",""ska 626?"",""ska 624?"",""ska 626?"",""ska 462?"",""ska 607?"",""ska 608?"",""ska 626?"",""ska 847?"",""ska 849?"",""soz 835.3"",""ska 192.400"",""ska 321?"",""ska 456.200"",""ska 456.300"",""ska 615?"",""ska 616?"",""ska 790?"",""ska 601?"",""ska 602?"",""ska 600?"",""ska 788?"",""agr 840.300"",""ska 597.200"",""ska 597.400""],""goe"":{""fi"":"" lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\"" or lsg=\""7 lm?\"" or lsg=\""7 lc?\"" or lsg=\""7 lq?\""""}}";Economics
340;34X;Allgemeines;"{""kiel"":[""jus 941.000"",""jus 941.085"",""jus 942.000"",""jus 948.1"",""jus 948.5"",""jus 953.110"",""jus 988?"",""jus 953.130"",""jus 953.150"",""jus 953.200"",""jus 955.100"",""jus 955.150"",""jus 955.180"",""jus 955.200"",""jus 955.250""],""goe"":{""fi"":"" lsg=\""7 n?\""""}}";General works
341;34X;Rechtsgeschichte;"{""kiel"":[""nor 293.600"",""nor 790.800"",""jus 941.100"",""jus 943?"",""jus 949?"",""jus 952?"",""jus 954?"",""jus 956?""],""goe"":{""fi"":"" lsg=\""7 ne 000\""""}}";Legal history
342;34X;Völkerrecht;"{""kiel"":[""jus 941.800"",""jus 947?"",""jus 951.9"",""jus 959?"",""jus 953.900"",""jus 955.900""],""goe"":{""fi"":"" lsg=\""7 nq 000\""""}}";Law of nations
343;34X;Verfassungs- und Verwaltungs-, Arbeits-, Sozial-, und Bildungsrecht;"{""kiel"":[""jus 941.200"",""jus 944?"",""jus 945?"",""jus 950?"",""jus 957?"",""jus 953.300"",""jus 955.300"",""jus 955.400""],""goe"":{""fi"":"" lsg=\""7 nt 360\"" or lsg=\""7 nt 54?\"" or lsg=\""7 nt 550\"" or lsg=\""7 nt 580\"" or lsg=\""7 nt 300\"" or lsg=\""7 nt 70?\"" or lsg=\""7 nt 710\"" or lsg=\""7 nt 653\""""}}";Constitutional and administrative law, labour, social service, education law
345;34X;Sonstige Rechtsgebiete;"{""kiel"":[""jus 941.500"",""jus 946?"",""jus 941.000"",""jus 951.1"",""jus 951.3"",""jus 951.5"",""jus 951.7"",""jus 948?"",""jus 953.700"",""jus 943.800"",""jus 955.600"",""jus 955.700"",""jus 955.800""],""goe"":{""fi"":"" lsg=\""7 nt?\"" not lsg=\""7 nt 360\"" or lsg=\""7 nt 54?\"" or lsg=\""7 nt 55?\"" or lsg=\""7 nt 580\"" or lsg=\""7 nt 300\"" or lsg=\""7 nt 70?\"" or lsg=\""7 nt 71?\"" or lsg=\""7 nt 653\""""}}";Miscellaneous branches of law
34X;vn3;Recht;"{""kiel"":[""jus 941.000"",""jus 941.085"",""jus 942.000"",""jus 948.1"",""jus 948.5"",""jus 953.110"",""jus 988?"",""jus 953.130"",""jus 953.150"",""jus 953.200"",""jus 955.100"",""jus 955.150"",""jus 955.180"",""jus 955.200"",""jus 955.250"",""nor 293.600"",""nor 790.800"",""jus 941.100"",""jus 943?"",""jus 949?"",""jus 952?"",""jus 954?"",""jus 956?"",""jus 941.800"",""jus 947?"",""jus 951.9"",""jus 959?"",""jus 953.900"",""jus 955.900"",""jus 941.200"",""jus 944?"",""jus 945?"",""jus 950?"",""jus 957?"",""jus 953.300"",""jus 955.300"",""jus 955.400"",""jus 941.500"",""jus 946?"",""jus 941.000"",""jus 951.1"",""jus 951.3"",""jus 951.5"",""jus 951.7"",""jus 948?"",""jus 953.700"",""jus 943.800"",""jus 955.600"",""jus 955.700"",""jus 955.800""],""goe"":{""fi"":"" lsg=\""7 n?\""""}}";Law
352;35X;Allgemeines zur öffentlichen Verwaltung;"{""kiel"":[""ska 202?"",""ska 468?"",""ska 473?"",""ska 336?"",""ska 205?"",""ska 330?"",""ska 63?"",""ska 740?"",""ska 780?"",""pol 720.9""],""goe"":{""fi"":"" lsg=\""7 lg?\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";General considerations of public administration
353;35X;Einzelne Zuständigkeitsbereiche der öffentlichen Verwaltung;"{""kiel"":[""ska 741?"",""ska 742?"",""ska 745?"",""ska 749?"",""ska 75?"",""ska 76?"",""ska 770?"",""ska 772?"",""ska 773?""],""goe"":{""fi"":"" lsg=\""7 lg 050\"" or lsg=\""7 lg 1?-lg 5?\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200 \""""}}";Specific fields of responsibility of public administration
355.11;355.1X;Zeitlich übergreifend;"{""kiel"":[""ska 146.500""]}";Temporally unspecific
355.12;355.1X;Mittelalter;"{""kiel"":[""ska 281.400""]}";Middle Ages
355.13;355.1X;Frühe Neuzeit;"{""kiel"":[""ska 381?""]}";Modern history
355.14;355.1X;19. Jahrhundert;"{""kiel"":[""ska 527?""]}";19th century
355.15;355.1X;20. Jahrhundert;"{""kiel"":[""ska 527?"",""ska 675?"",""pol 969?"",""pol 986.3""]}";20th century
355.1X;355.X;Militärgeschichte;"{""kiel"":[""ska 146.500"",""ska 281.400"",""ska 381?"",""ska 527?"",""ska 527?"",""ska 675?"",""pol 969?"",""pol 986.3""]}";Military history
355.X;35X;Militärwissenschaft;"{""kiel"":[""ska 146.500"",""ska 281.400"",""ska 381?"",""ska 527?"",""ska 527?"",""ska 675?"",""pol 969?"",""pol 986.3""],""goe"":{""fi"":"" lsg=\""7 lh?\"" or lsg=\""7 pnn 200\"" or lsg=\""7 pno 200\"" or lsg=\""7 pnp 200\"" or lsg=\""7 pnq 200\"" or lsg=\""7 pnr 200\""""}}";Military science
35X;vn3;Öffentliche Verwaltung, Militär;"{""kiel"":[""ska 202?"",""ska 468?"",""ska 473?"",""ska 336?"",""ska 205?"",""ska 330?"",""ska 63?"",""ska 740?"",""ska 780?"",""pol 720.9"",""ska 741?"",""ska 742?"",""ska 745?"",""ska 749?"",""ska 75?"",""ska 76?"",""ska 770?"",""ska 772?"",""ska 773?""],""goe"":{""fi"":"" lsg=\""7 lg?\"" or lsg=\""7 lh?\""""}}";Public administration and military science
361;36X;Soziale Probleme und Sozialarbeit im Allgemeinen;"{""kiel"":[""ska 183?"",""ska 594?"",""ska 855?"",""ska 859?"",""soz 735?"",""soz 905.8""],""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 lim 310 \""""}}";Social problems and social welfare in general
362;36X;Soziale Probleme und Sozialarbeit für bestimmte Zielgruppen;"{""kiel"":[""ska 444?"",""ska 861?"",""pae 870?"",""pae 880.800""],""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 li 020\"" or lsg=\""7 li 030\"" or lsg=\""7 lee 160\"" or lsg=\""7 les 860\"" or lsg=\""7 lew 910\""""}}";Social problems and social welfare for specific target groups
363.2;363.X;Öffentliche Sicherheit, Polizei;"{""kiel"":[""ska 206?"",""ska 474?"",""ska 649?"",""ska 775?"",""ska 778?""],""goe"":{""fi"":"" lsg=\""7 nnf 842\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}";Public safety, police
363.7;363.X;Umweltprobleme, Umweltschutz;"{""goe"":{""fi"":"" lsg=\""7 qfc 2?-qfc 9?\"" or lsg=\""7 vbs 000\"" or lsg=\""7 qdc 800\""""}}";Environmental problems, environmental protection
363.9;363.X;Sonstige soziale Probleme und Sozialdienste;"{""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 lim 310\""""}}";Other socialproblems and social welfare services
363.X;36X;Spezielle soziale Probleme und Sozialdienste;"{""kiel"":[""ska 206?"",""ska 474?"",""ska 649?"",""ska 775?"",""ska 778?""],""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 lim 310 \""""}}";Specific social problems and social welfare services
364;36X;Kriminologie, Strafanstalten;"{""goe"":{""fi"":"" lsg=\""7 lee 160\"" or lsg=\""7 lei 460\"" or lsg=\""7 nnd?\""""}}";Criminology, Convict stations
368;36X;Versicherungswesen;"{""kiel"":[""ska 857?""],""goe"":{""fi"":"" lsg=\""7 lx?\""""}}";Insurance
369;36X;Verbände;"{""goe"":{""fi"":"" lsg=\""7 lee 210\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}";Associations
36X;vn3;Soziale Probleme und Sozialdienste, Verbände;"{""kiel"":[""ska 183?"",""ska 594?"",""ska 855?"",""ska 859?"",""soz 735?"",""soz 905.8"",""ska 444?"",""ska 861?"",""pae 870?"",""pae 880.800"",""ska 206?"",""ska 474?"",""ska 649?"",""ska 775?"",""ska 778?"",""ska 857?""],""goe"":{""fi"":"" lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\"" or lsg=\""7 le?\"" or lsg=\""7 li?\"" or lsg=\""7 lee 210\""""}}";Social problems and services, associations
370;37X;Allgemeines;"{""kiel"":[""pae 410.700"",""pae 963?""],""goe"":{""fi"":"" lsg=\""7 fk?\"" or lsg=\""7 fl?\""""}}";General works
372;37X;Schulen, schulische Tätigkeiten, Sonderpädagogik;"{""kiel"":[""pae 297.600"",""pae 420?"",""pae 442?"",""pae 446.700"",""pae 483?"",""pae 532?"",""pae 693?"",""pae 698?"",""pae 713?"",""pae 718?"",""pae 732.600"",""pae 739?"",""pae 905?""],""goe"":{""fi"":"" lsg=\""7 fs?\"" not lsg=\""7 fsf 200\"" or lsg=\""7 fp?\""""}}";Schools and their activities, special education
373;37X;Primar- und Elementarbildung;"{""kiel"":[""pae 892?""],""goe"":{""fi"":"" lsg=\""7 fsj 100\"" or lsg=\""7 frh 100\"" or lsg=\""7 fqg 000\""""}}";Elementary education
374;37X;Sekundarbildung;"{""goe"":{""fi"":"" lsg=\""7 fsj 2?-fsj 9?\"" or lsg=\""7 frh 2?-frh 9?\""""}}";Secondary education
375;37X;Erwachsenenbildung;"{""kiel"":[""pae 467?"",""pae 784.700"",""pae 808.700"",""pae 814.700""],""goe"":{""fi"":"" lsg=\""7 fv?\""""}}";Adult education
379;37X;Hochschulbildung;"{""kiel"":[""wir 924?"",""wir 926.800"",""wir 940?"",""wir 946?""],""goe"":{""fi"":"" lsg=\""7 ft?\""""}}";Higher education
37A;37X;Bildungspolitik;"{""goe"":{""fi"":"" lsg=\""7 fke 000\""""}}";Public policy issues in education
